material_id,formula,band_gap,elements,nelements,nsites,volume,density,formation_energy_per_atom,energy_above_hull,is_stable
mp-1204493,NaSr3GdP3O12F,3.3081006934958195,"['F', 'Gd', 'Na', 'O', 'P', 'Sr']",6,42,585.714746814733,4.235655827052512,-3.357216961205137,0.0,True
mp-6361,NaSr3NbO6,3.2938000000000005,"['Na', 'Nb', 'O', 'Sr']",4,22,331.12774096849245,4.761577232055712,-3.0594066351253915,0.0,True
mp-13042,NaSr3TaO6,3.8779,"['Na', 'O', 'Sr', 'Ta']",4,22,330.3178812788778,5.658437278459784,-3.16318817761024,0.0,True
mp-561514,NaSrB5O9,5.2309,"['B', 'Na', 'O', 'Sr']",4,64,725.0988563413376,2.827426562296872,-2.94855788310704,0.0,True
mp-556695,NaSrBO3,3.8554,"['B', 'Na', 'O', 'Sr']",4,24,303.665388288976,3.705747554448046,-2.8813955067576624,0.0,True
mp-1210115,NaSrPO4,4.5196000000000005,"['Na', 'O', 'P', 'Sr']",4,28,383.1727600570974,3.563671908956601,-3.020019666931738,0.0,True
mp-2713211,NaTa2Si2PO12,3.853,"['Na', 'O', 'P', 'Si', 'Ta']",5,108,1547.3907250941606,4.275466827559177,-3.154344903834565,0.0,True
mp-2713437,NaTaAl(PO4)3,3.4761,"['Al', 'Na', 'O', 'P', 'Ta']",5,108,1407.1127617833442,3.6524207338197816,-2.986864669591179,0.0,True
mp-6066,NaTaGeO5,3.3521,"['Ge', 'Na', 'O', 'Ta']",4,16,214.33683768576952,5.5250058040321495,-2.7276614423390804,0.0,True
mp-1193942,NaTb(SiO3)2,4.9404,"['Na', 'O', 'Si', 'Tb']",4,30,421.9999222159448,3.943771405889834,-3.333183514804591,0.0,True
mp-16927,NaTbGeO4,3.5988,"['Ge', 'Na', 'O', 'Tb']",4,28,404.20153953474,5.234707779530184,-2.8662146079351394,0.0,True
mp-6964,NaTbO2,3.8924,"['Na', 'O', 'Tb']",3,8,109.47556204625305,6.489346365724308,-3.1269361682614933,0.0,True
mp-633158,NaTeH6O6F,3.5813,"['F', 'H', 'Na', 'O', 'Te']",5,15,144.91237523204776,3.1126113313507155,-1.530702604036399,0.0,True
mp-18629,NaTmGeO4,3.6222,"['Ge', 'Na', 'O', 'Tm']",4,28,388.2042112465704,5.621673574210263,-2.8957373380541878,0.0,True
mp-754796,NaTmO2,4.058157734929843,"['Na', 'O', 'Tm']",3,16,205.70803956168643,7.2302963794292925,-3.213913110344829,0.0,True
mp-19449,NaVCdO4,3.0263,"['Cd', 'Na', 'O', 'V']",4,14,187.3355103228633,4.43801746643046,-2.1214214609113293,0.0,True
mp-1195646,NaVH2(OF2)2,3.4885,"['F', 'H', 'Na', 'O', 'V']",5,40,496.869234890176,2.4589071546873886,-2.3934390931379306,0.0,True
mp-19083,NaVO3,3.2386,"['Na', 'O', 'V']",3,20,276.591046048342,2.928057871500784,-2.375747678275863,0.0,True
mp-18897,NaVTeO5,3.0119,"['Na', 'O', 'Te', 'V']",4,32,469.8941305623404,3.979523554256006,-2.047819281630747,0.0,True
mp-581868,NaY(IO3)4,3.3084,"['I', 'Na', 'O', 'Y']",4,72,1134.6851704139274,4.750349964078762,-1.4436729681321836,0.0,True
mp-559053,NaY(SeO3)2,4.1636,"['Na', 'O', 'Se', 'Y']",4,40,584.6149764913696,4.156206558652358,-2.1790304758566803,0.0,True
mp-1195227,NaY(Te2O5)2,3.071088285050643,"['Na', 'O', 'Te', 'Y']",4,64,1133.0752765996365,4.585829389635484,-2.013630201752874,0.0,True
mp-558160,NaYCO3F2,5.2481,"['C', 'F', 'Na', 'O', 'Y']",5,32,419.8150542166841,3.3209800211675105,-3.0889237873599136,0.0,True
mp-17394,NaYGeO4,3.654100000000001,"['Ge', 'Na', 'O', 'Y']",4,28,401.5340326235244,4.111224324796849,-2.854858530911329,0.0,True
mp-30980,NaYO2,4.1319,"['Na', 'O', 'Y']",3,16,216.45442816681768,4.415567877961758,-3.1157407509698274,0.0,True
mp-17891,NaYSiO4,4.2796,"['Na', 'O', 'Si', 'Y']",4,28,379.7911296208237,3.56737802624165,-3.3462597766256152,0.0,True
mp-560174,NaZn(PO3)3,4.8259,"['Na', 'O', 'P', 'Zn']",4,112,1601.5405479210883,2.6983903491467447,-2.559930456004135,0.0,True
mp-24001,NaZn2P2HO8,3.9695,"['H', 'Na', 'O', 'P', 'Zn']",5,28,377.2095524359471,3.035367710621809,-2.3549776551367865,0.0,True
mp-558237,NaZnPO4,3.8335,"['Na', 'O', 'P', 'Zn']",4,28,376.1099121145365,3.2383434443567887,-2.487791209788881,0.0,True
mp-699219,NaZnSiHO4,3.4228,"['H', 'Na', 'O', 'Si', 'Zn']",5,32,385.0466355809106,3.130747198615133,-2.3371146693911635,0.0,True
mp-553912,NaZr2(AsO4)3,3.7453,"['As', 'Na', 'O', 'Zr']",4,36,591.2121140594635,3.495123643852231,-2.502631145771073,0.0,True
mp-6475,NaZr2(PO4)3,4.1967,"['Na', 'O', 'P', 'Zr']",4,36,531.4304143810898,3.064365121661804,-3.167063734183772,0.0,True
mp-781861,Nb2CdO6,3.923,"['Cd', 'Nb', 'O']",3,36,457.7148435052422,5.720749385558399,-2.7124901452777803,0.0,True
mp-2715784,Nb2Si2SO12,3.0617,"['Nb', 'O', 'S', 'Si']",4,102,1587.172395583699,2.925505333662844,-2.807076236127452,0.0,True
mp-17177,Nb2ZnO6,3.2613,"['Nb', 'O', 'Zn']",3,36,416.33247793290576,5.539508452294541,-2.7647865047222218,0.0,True
mp-27927,NbAlO4,3.3835000000000006,"['Al', 'Nb', 'O']",3,12,143.02161223622855,4.269971273146756,-3.226094881666666,0.0,True
mp-7601,NbGaO4,3.4012,"['Ga', 'Nb', 'O']",3,12,152.04892416432648,4.9500245586038,-2.7242927654166658,0.0,True
mp-1203928,NbH8N2OF5,4.3045,"['F', 'H', 'N', 'Nb', 'O']",5,68,649.6395007898,2.453590897637966,-1.697734770441177,0.0,True
mp-9595,NbInO4,3.0224,"['In', 'Nb', 'O']",3,12,147.4554335102898,6.119882501892513,-2.6234281419444443,0.0,True
mp-760762,NbOF3,3.6434,"['F', 'Nb', 'O']",3,20,267.8909909292388,4.113390657113328,-3.2923874789999994,0.0,True
mp-17921,NbSeOF7,4.5147,"['F', 'Nb', 'O', 'Se']",4,40,609.3358369936188,3.497523502682625,-2.7370746424843757,0.0,True
mp-559057,NbTl(BO3)2,3.4093,"['B', 'Nb', 'O', 'Tl']",4,40,550.8180977133085,5.003256644694943,-2.685720872166668,0.0,True
mp-645340,Nd(BO2)3,5.254899999999999,"['B', 'Nd', 'O']",3,160,1550.6060737291552,4.672046837409204,-3.1752694566875,0.0,True
mp-31067,Nd(ClO4)3,4.8961,"['Cl', 'Nd', 'O']",3,32,434.08920877575,3.386144053820218,-0.9847882864062508,0.0,True
mp-625403,Nd(HO)3,3.6089,"['H', 'Nd', 'O']",3,14,138.5207232629554,4.681516618258788,-2.209504507321429,0.0,True
mp-558346,Nd(IO3)3,3.8491,"['I', 'Nd', 'O']",3,52,795.5374488107421,5.585243678572257,-1.478823424423077,0.0,True
mp-1199401,Nd(NO3)3,3.1501,"['N', 'Nd', 'O']",3,104,1467.3676574282094,2.9898663792754183,-1.4512434747115397,0.0,True
mp-7264,Nd(PO3)3,5.4867,"['Nd', 'O', 'P']",3,26,349.1476126124611,3.625558579044204,-2.987418768956045,0.0,True
mp-698669,Nd2(MoO4)3,3.5548,"['Mo', 'Nd', 'O']",3,34,491.39056821930114,5.1925573482185685,-2.613427139999998,0.0,True
mp-29265,Nd2(SO4)3,5.4333,"['Nd', 'O', 'S']",3,34,475.2189101320136,4.030083961004022,-2.620333949852941,0.0,True
mp-1210071,Nd2(SeO3)3,3.9169,"['Nd', 'O', 'Se']",3,56,820.8437660510624,5.416358885271483,-2.289094444073668,0.0,True
mp-555063,Nd2As4O9,3.3420999999999994,"['As', 'Nd', 'O']",3,30,470.6622325761645,5.1662891273056095,-2.452501396333333,0.0,True
mp-9077,Nd2Be2SiO7,5.0227,"['Be', 'Nd', 'O', 'Si']",4,24,277.3251203063299,5.34808807820017,-3.5237678224999995,0.0,True
mp-9498,Nd2C(NO)2,3.7623,"['C', 'N', 'Nd', 'O']",4,7,111.54756847019102,5.366641337638923,-2.271145255714287,0.0,True
mp-1173626,Nd2CO5,4.6125,"['C', 'Nd', 'O']",3,16,216.8645341542908,5.826875618124548,-3.0649659593750016,0.0,True
mp-1190341,Nd2CoTe2(SO7)2,3.1295,"['Co', 'Nd', 'O', 'S', 'Te']",5,21,313.6967228257239,4.715084544003823,-2.3238842020634918,0.0,True
mp-1197137,Nd2Ge(BO4)2,4.512603901634602,"['B', 'Ge', 'Nd', 'O']",4,52,585.4807398294461,5.794251861840178,-3.166842023141024,0.0,True
mp-581345,Nd2Ge2O7,3.4278000000000004,"['Ge', 'Nd', 'O']",3,132,1863.007799605943,5.837369894023975,-2.984836285,0.0,True
mp-1205383,Nd2GeO5,3.8857,"['Ge', 'Nd', 'O']",3,32,463.8840852208435,6.316221469614202,-3.2631543462499994,0.0,True
mp-1204742,Nd2H6Se7O20,3.5475000000000003,"['H', 'Nd', 'O', 'Se']",4,140,1922.617574632534,4.032517023844576,-1.6499375171830366,0.0,True
mp-1190845,Nd2Hf2O7,4.6423000000000005,"['Hf', 'Nd', 'O']",3,22,301.0075991291306,8.357208221156858,-3.980812086818181,0.0,True
mp-560590,Nd2Mo(SeO5)2,3.3219,"['Mo', 'Nd', 'O', 'Se']",4,30,452.8889556637634,5.150311898764855,-2.4355731113125,0.0,True
mp-1045,Nd2O3,3.708,"['Nd', 'O']",2,40,689.0489404160858,6.48710773732564,-3.781547341499998,0.0,True
mp-1078455,Nd2SO6,5.7355,"['Nd', 'O', 'S']",3,9,126.260999559085,5.47825467162745,-3.065553484722222,0.0,True
mp-15225,Nd2Si2O7,4.8256000000000006,"['Nd', 'O', 'Si']",3,88,1113.292695283575,5.44896412212908,-3.6089857975,0.0,True
mp-560132,Nd2SiO5,4.7743,"['Nd', 'O', 'Si']",3,32,442.750079174956,5.9493081776696535,-3.710467645625,0.0,True
mp-554313,Nd2Te2W2O13,3.132,"['Nd', 'O', 'Te', 'W']",4,38,547.1060966652151,6.794787020168137,-2.4799317078070184,0.0,True
mp-5121,Nd2Te4O11,3.2920000000000003,"['Nd', 'O', 'Te']",3,34,521.4619854723645,6.208782443233118,-2.274413674803923,0.0,True
mp-654139,Nd2Ti4O11,3.0914,"['Nd', 'O', 'Ti']",3,34,417.7885511258559,5.214230791356635,-3.6553303154901946,0.0,True
mp-17904,Nd2TiO5,3.3198000000000003,"['Nd', 'O', 'Ti']",3,32,474.1452412231111,5.832492326471589,-3.7841771885416673,0.0,True
mp-560076,Nd2W2O9,3.5017000000000005,"['Nd', 'O', 'W']",3,52,670.1995180366921,7.930143671393013,-2.9255933148076925,0.0,True
mp-18057,Nd2WO6,3.7285,"['Nd', 'O', 'W']",3,36,512.7855616558503,7.36150389895421,-3.237745801111111,0.0,True
mp-5977,Nd2Zr2O7,3.3281,"['Nd', 'O', 'Zr']",3,22,306.59562986714155,6.31433909660774,-3.842356440454543,0.0,True
mp-704125,Nd2Zr3(MoO4)9,3.4865,"['Mo', 'Nd', 'O', 'Zr']",4,100,1647.9709510409737,4.033718797327087,-2.527700627000001,0.0,True
mp-561272,Nd3BWO9,3.8249,"['B', 'Nd', 'O', 'W']",4,28,375.0274522309176,6.830927553893519,-3.328955441547618,0.0,True
mp-15239,Nd3Ga5O12,3.0611,"['Ga', 'Nd', 'O']",3,80,1013.7826283346832,6.377141437727554,-2.9055332575,0.0,True
mp-11773,Nd3GaO6,3.6505,"['Ga', 'Nd', 'O']",3,20,298.3485097131997,6.661618442610851,-3.4508841035000004,0.0,True
mp-1210498,Nd3Ho2(GaO4)3,3.0268999999999995,"['Ga', 'Ho', 'Nd', 'O']",4,80,1117.9162969150375,6.914470274196456,-3.3385347902499998,0.0,True
mp-1210727,Nd3Lu2(GaO4)3,3.1478,"['Ga', 'Lu', 'Nd', 'O']",4,80,1099.0212784334974,7.154665293982837,-3.378115003916668,0.0,True
mp-1203311,Nd3PO7,4.2837000000000005,"['Nd', 'O', 'P']",3,66,1028.5817101553123,5.57640659793868,-3.6301259936796537,0.0,True
mp-3782,Nd3Sb5O12,3.1547000000000005,"['Nd', 'O', 'Sb']",3,40,667.8588056383583,6.133949698213491,-2.606330456875,0.0,True
mp-31417,Nd3TaO7,3.4716,"['Nd', 'O', 'Ta']",3,22,319.6163760791489,7.540307349409848,-3.7456433427121225,0.0,True
mp-1210408,Nd3Tm2(GaO4)3,3.1041000000000003,"['Ga', 'Nd', 'O', 'Tm']",4,80,1077.9921840629809,7.219892727705861,-3.3631003377499997,0.0,True
mp-561084,Nd4Al2O9,4.0823,"['Al', 'Nd', 'O']",3,60,903.2245025978556,5.698668974540918,-3.7161393765000006,0.0,True
mp-1220265,Nd4CdSi3O13,3.4125704609129404,"['Cd', 'Nd', 'O', 'Si']",4,42,566.4681436749335,5.755067306730917,-3.453624959761905,0.0,True
mp-559014,Nd4GeO8,3.5008,"['Ge', 'Nd', 'O']",3,52,777.0662319679226,6.6467461361544,-3.4751901565384764,0.0,True
mp-558340,Nd5As2ClO10,3.2983,"['As', 'Cl', 'Nd', 'O']",4,18,294.24248925484744,6.018727117201404,-3.1939516562499994,0.0,True
mp-1197266,Nd7Se4Cl3O17,3.761600000000001,"['Cl', 'Nd', 'O', 'Se']",4,62,1054.5532340722775,5.365995507566536,-2.7592072071572584,0.0,True
mp-541041,NdAg(PO3)4,3.7001,"['Ag', 'Nd', 'O', 'P']",4,72,992.1429523851996,3.802609079696839,-2.711514133902116,0.0,True
mp-6016,NdAlGe2O7,3.26,"['Al', 'Ge', 'Nd', 'O']",4,44,534.8942579548635,5.320976115707132,-2.859952355909091,0.0,True
mp-5899,NdAlO3,4.3543,"['Al', 'Nd', 'O']",3,10,105.74913460950464,6.884713771816515,-3.672470181499995,0.0,True
mp-1095216,NdAsO4,3.766000000000001,"['As', 'Nd', 'O']",3,12,152.60394244596677,6.162360262334058,-2.805511824166665,0.0,True
mp-7238,NdBO3,4.6984,"['B', 'Nd', 'O']",3,20,234.24651458020253,5.757600298904684,-3.4669063223333345,0.0,True
mp-1203000,NdH11S3O16,5.618,"['H', 'Nd', 'O', 'S']",4,124,1332.0289414118845,2.5307199494614725,-1.7564612765725802,0.0,True
mp-504828,NdH12(NO5)3,3.7243,"['H', 'N', 'Nd', 'O']",4,62,597.1615227222609,2.437848331116716,-1.3577953039516129,0.0,True
mp-1202675,NdH3(SeO4)3,3.9863,"['H', 'Nd', 'O', 'Se']",4,38,486.3054004452309,3.9345674004350255,-1.5071967575411191,0.0,True
mp-774927,NdH4S2NO8,5.4995,"['H', 'N', 'Nd', 'O', 'S']",5,64,706.358100558404,3.3326124197408755,-1.88460434546875,0.0,True
mp-24574,NdH5(SeO4)2,4.4543,"['H', 'Nd', 'O', 'Se']",4,64,809.9912847039839,3.5687369420868325,-1.7186903814648442,0.0,True
mp-1220134,NdHCO4,5.2689,"['C', 'H', 'Nd', 'O']",4,28,317.26448530264537,4.632197662968793,-2.5417730991071426,0.0,True
mp-625359,NdHO2,4.1681,"['H', 'Nd', 'O']",3,8,99.8917572710646,5.892947841295018,-2.8894026521875,0.0,True
mp-757886,NdHS3O11,5.4827,"['H', 'Nd', 'O', 'S']",4,64,898.7247201644941,3.085139005893766,-2.1661605427343744,0.0,True
mp-23831,NdHSO5,5.5634,"['H', 'Nd', 'O', 'S']",4,32,365.1787411237858,4.680190615200828,-2.522781749843751,0.0,True
mp-755336,NdIO,3.5729,"['I', 'Nd', 'O']",3,6,157.83466239182678,6.041979985743796,-2.911804260833333,0.0,True
mp-1210080,NdMg(BO2)5,5.9713,"['B', 'Mg', 'Nd', 'O']",4,68,638.9526418173953,3.977231262745645,-3.096820669019608,0.0,True
mp-3901,NdNbO4,3.6592,"['Nb', 'Nd', 'O']",3,12,161.7422375323465,6.183476534856194,-3.517525249583332,0.0,True
mp-31049,NdO2,3.4481,"['Nd', 'O']",2,6,87.24766669582291,6.708597376203002,-3.1596579241666647,0.0,True
mp-5634,NdOF,4.4986,"['F', 'Nd', 'O']",3,6,89.36137483695028,6.661372353820639,-4.1569661008333325,0.0,True
mp-3584,NdPO4,5.678800000000001,"['Nd', 'O', 'P']",3,24,293.0896935146358,5.421181872966364,-3.4498277028571422,0.0,True
mp-1205210,NdRe3(H2O5)3,3.782200000000001,"['H', 'Nd', 'O', 'Re']",4,100,1376.975581774093,4.577243828106658,-2.0351237586,0.0,True
mp-687204,NdReMoO8,3.3322,"['Mo', 'Nd', 'O', 'Re']",4,44,776.2214706943063,4.743886419263983,-2.575887152727272,0.0,True
mp-556535,NdSbMo2O9,3.2597,"['Mo', 'Nd', 'O', 'Sb']",4,52,900.0300730005852,4.441805397176258,-2.3716807944230776,0.0,True
mp-31117,NdScO3,4.3025,"['Nd', 'O', 'Sc']",3,20,260.34020981921844,6.051672328994919,-3.896463977999999,0.0,True
mp-1220077,NdSiBO5,5.213916783536839,"['B', 'Nd', 'O', 'Si']",4,24,274.1416001096308,4.781617725967833,-3.4012573285416674,0.0,True
mp-28653,NdTa3O9,3.1922000000000006,"['Nd', 'O', 'Ta']",3,26,335.3045108647753,8.231569592476884,-3.507712333807692,0.0,True
mp-3203,NdTaO4,3.9194,"['Nd', 'O', 'Ta']",3,12,158.9303419712479,8.132632292346491,-3.676533317472224,0.0,True
mp-1220116,NdTaTiO6,3.0457,"['Nd', 'O', 'Ta', 'Ti']",4,36,452.0324870251111,6.892259465429119,-3.62643061562963,0.0,True
mp-560630,NdTl(MoO4)2,3.5709,"['Mo', 'Nd', 'O', 'Tl']",4,24,398.9939130918339,5.564351542310652,-2.35681027715278,0.0,True
mp-540742,NdTl(PO3)4,5.2239,"['Nd', 'O', 'P', 'Tl']",4,72,1040.3061838934552,4.242789521581964,-2.7995699576058204,0.0,True
mp-1209958,NdTl(WO4)2,3.2520000000000007,"['Nd', 'O', 'Tl', 'W']",4,24,348.1908155436403,8.053020950421775,-2.484275819236112,0.0,True
mp-18812,NdVO4,3.0225,"['Nd', 'O', 'V']",3,12,174.76402248568002,4.925273936298028,-3.1752927812500005,0.0,True
mp-28138,Ni(ClO4)2,4.0913,"['Cl', 'Ni', 'O']",3,44,561.2836046278467,3.0483405801702133,-0.5404024211363634,0.0,True
mp-755246,Ni(IO3)2,3.0322000000000005,"['I', 'Ni', 'O']",3,36,513.5377199270742,5.283569958373613,-0.9547511808333332,0.0,True
mp-504722,Ni(NO3)2,3.4147,"['N', 'Ni', 'O']",3,36,402.3481253694365,3.016152257084685,-0.9114176944444452,0.0,True
mp-17360,Ni2Te3O8,3.0199000000000007,"['Ni', 'O', 'Te']",3,26,363.082003916808,5.745923742512507,-1.4493011565384633,0.0,True
mp-22697,Ni3(PO4)2,4.0337,"['Ni', 'O', 'P']",3,26,273.9918216747897,4.43659494438304,-2.1112974045604416,0.0,True
mp-24731,Ni3AgP3(HO6)2,3.075,"['Ag', 'H', 'Ni', 'O', 'P']",5,42,434.20067459433454,4.366487137450338,-1.971772172528344,0.0,True
mp-554323,Ni3B7BrO13,3.1528,"['B', 'Br', 'Ni', 'O']",4,96,901.2495830127596,3.977213731982721,-2.378277950277777,0.0,True
mp-556141,Ni3B7ClO13,3.3052,"['B', 'Cl', 'Ni', 'O']",4,96,897.8292555139511,3.663515873080933,-2.3964468224652777,0.0,True
mp-651726,Ni3P4PbO14,4.184699999999999,"['Ni', 'O', 'P', 'Pb']",4,44,515.50736752996,4.71043167751634,-2.290910959025973,0.0,True
mp-1105117,Ni3Sb4(OF)6,3.04,"['F', 'Ni', 'O', 'Sb']",4,38,552.1720429988621,5.251364443791197,-2.032755135526316,0.0,True
mp-556993,NiBiPO5,3.8327,"['Bi', 'Ni', 'O', 'P']",4,32,396.1391584559697,6.3488203578337865,-2.1178065508928583,0.0,True
mp-1173402,NiGeH12(OF)6,4.624499999999999,"['F', 'Ge', 'H', 'Ni', 'O']",5,26,269.54909632016046,2.177192400179349,-1.7121089230769224,0.0,True
mp-1181715,NiH10(SeO5)2,3.827709882370528,"['H', 'Ni', 'O', 'Se']",4,46,491.2108892244817,2.6143904906074367,-1.2682718757472822,0.0,True
mp-690647,NiH12(BrO7)2,3.0747,"['Br', 'H', 'Ni', 'O']",4,58,606.0005904362554,2.4912899793372305,-0.9135346715517242,0.0,True
mp-1180537,NiH12(ClO6)2,5.1152,"['Cl', 'H', 'Ni', 'O']",4,108,1143.3247800787942,1.9385606155104036,-1.0563467537962965,0.0,True
mp-1194565,NiH12(NO6)2,3.1523,"['H', 'N', 'Ni', 'O']",4,54,494.6171520887535,1.9525253309260748,-1.160228573148148,0.0,True
mp-1193552,NiH4(NO4)2,3.229,"['H', 'N', 'Ni', 'O']",4,30,316.46238977235464,2.295476277184457,-1.0613452526666671,0.0,True
mp-1202326,NiP2(PbO4)2,3.682,"['Ni', 'O', 'P', 'Pb']",4,52,719.8220123837068,6.118164596613586,-2.262851917637363,0.0,True
mp-1202294,NiP2H2O7,4.8327,"['H', 'Ni', 'O', 'P']",4,96,1100.96717855263,2.831327393995964,-2.1220308310863083,0.0,True
mp-758839,NiP4H16(NO8)2,4.4889,"['H', 'N', 'Ni', 'O', 'P']",5,39,376.604917185558,2.1284221221421267,-1.6423590368864471,0.0,True
mp-505449,NiPH16NO10,3.6312,"['H', 'N', 'Ni', 'O', 'P']",5,58,459.52668143647816,2.0221257429634893,-1.355331986884233,0.0,True
mp-1199397,NiSb2H12(O3F4)2,5.0235,"['F', 'H', 'Ni', 'O', 'Sb']",5,58,620.063488930078,3.0116539943773213,-1.7752219617241385,0.0,True
mp-735541,NiSn2H12(OF)6,4.6485,"['F', 'H', 'Ni', 'O', 'Sn']",5,108,1252.273945207782,2.7485483509515247,-1.689247411203704,0.0,True
mp-24577,NiSnH12(OF)6,3.6811,"['F', 'H', 'Ni', 'O', 'Sn']",5,104,1121.7169734947008,2.365521052327173,-1.7172461330769229,0.0,True
mp-21179,NiWO4,3.0153000000000003,"['Ni', 'O', 'W']",3,12,127.5822393953602,7.979272095354481,-1.9001000258333327,0.0,True
mp-1524458,OsO4,3.3769,"['O', 'Os']",2,5,81.69548341351152,5.167419844509376,-1.529192906999998,0.0,True
mp-703476,P2H16N4O7,4.7258,"['H', 'N', 'O', 'P']",4,58,515.0138214869811,1.5869630620495598,-1.1864768230788167,0.0,True
mp-1198510,P2H9NO8,5.458620297730865,"['H', 'N', 'O', 'P']",4,80,725.1573940237962,1.9511874431291671,-1.6181329000267852,0.0,True
mp-1200699,P2O3F4,5.792213190677319,"['F', 'O', 'P']",3,36,496.6245127416158,2.4868650280749707,-2.7369414532539684,0.0,True
mp-2173,P2O5,4.8525,"['O', 'P']",2,28,323.9211413388266,2.910639629720272,-2.449045707040817,0.0,True
mp-22325,P2Pb2O7,3.6475,"['O', 'P', 'Pb']",3,44,618.2630492311283,6.320721101836594,-2.4172885112986986,0.0,True
mp-505799,P2Pb3O8,3.3812999999999995,"['O', 'P', 'Pb']",3,26,393.9273135042937,6.84186322249052,-2.3349805310989,0.0,True
mp-31068,P2Pb4O9,3.2074,"['O', 'P', 'Pb']",3,60,956.9499002203715,7.182109419787093,-2.222363653952381,0.0,True
mp-1220066,P2Pb4SO12,3.8556,"['O', 'P', 'Pb', 'S']",4,38,608.2412892090323,6.086984976469856,-2.2082656319360896,0.0,True
mp-3476,P2PbO6,4.4803,"['O', 'P', 'Pb']",3,72,1016.47206561386,4.772079997807565,-2.487034966170636,0.0,True
mp-19522,P2W2O11,3.1085000000000003,"['O', 'P', 'W']",3,60,790.5270786032214,5.088540202996315,-2.383806170785713,0.0,True
mp-755995,P2WO7,3.0944,"['O', 'P', 'W']",3,20,275.0708599487156,4.319710112665729,-2.524320427428571,0.0,True
mp-759344,P3H30N7O12,4.743,"['H', 'N', 'O', 'P']",4,104,903.6650261071842,1.5185569249142523,-1.148674226950548,0.0,True
mp-21554,P3Pb5O12F,3.72,"['F', 'O', 'P', 'Pb']",4,42,652.0179820629078,6.824894706771377,-2.3728897568537413,0.0,True
mp-1173354,PH11S(NO4)2,5.1999,"['H', 'N', 'O', 'P', 'S']",5,46,445.0102540828333,1.717478014401571,-1.3377058548214285,0.0,True
mp-23902,PH3O4,5.9251,"['H', 'O', 'P']",3,32,311.05737480514085,2.092537794725021,-1.879034769799107,0.0,True
mp-706976,PH4N(OF)2,5.1708,"['F', 'H', 'N', 'O', 'P']",5,40,430.17847258472216,1.8375363823126416,-1.695826798214285,0.0,True
mp-706986,PH4NO3,5.208500000000001,"['H', 'N', 'O', 'P']",4,72,737.7253357479441,1.7468788235133097,-1.4731210924603175,0.0,True
mp-1204941,PH5CO3,5.935700000000001,"['C', 'H', 'O', 'P']",4,80,882.4327714892846,1.445539093675107,-1.234199740214286,0.0,True
mp-759962,PH5NO3F,5.3482,"['F', 'H', 'N', 'O', 'P']",5,88,803.9146042369783,1.933647273569959,-1.567011498831169,0.0,True
mp-1220029,PH6NO4,5.3544,"['H', 'N', 'O', 'P']",4,24,219.37955042936727,1.74131701635013,-1.4435354889285712,0.0,True
mp-24157,PH8N2O3F,4.7799,"['F', 'H', 'N', 'O', 'P']",5,60,560.833826958055,1.587570103355476,-1.2888488686428567,0.0,True
mp-1197623,PH9(NO2)2,4.8765,"['H', 'N', 'O', 'P']",4,128,1140.0521210449929,1.538768355425522,-1.206338703258929,0.0,True
mp-1220034,PHPbO4,3.8626374607629046,"['H', 'O', 'P', 'Pb']",4,14,184.7131907823076,5.451057108879921,-2.176725317270407,0.0,True
mp-754665,Pb(BrO3)2,4.1657,"['Br', 'O', 'Pb']",3,18,298.6471056300965,5.148798570538583,-0.6555051605555562,0.0,True
mp-28513,Pb(ClO3)2,4.3077,"['Cl', 'O', 'Pb']",3,18,276.64083938388256,4.491105885597092,-0.7205506644444478,0.0,True
mp-20820,Pb(NO3)2,3.6153,"['N', 'O', 'Pb']",3,36,478.66121375842033,4.5960424375371,-1.0686415127777664,0.0,True
mp-505702,Pb2CO4,3.4158,"['C', 'O', 'Pb']",3,28,442.5853701063613,7.359864983128009,-1.7195033217857147,0.0,True
mp-557531,Pb2S(O2F)2,3.7964,"['F', 'O', 'Pb', 'S']",4,18,272.3169221777096,6.688811438971381,-2.173664530277777,0.0,True
mp-21497,Pb2SO5,3.1354,"['O', 'Pb', 'S']",3,16,250.62680442372277,6.976194915079989,-1.834869791562504,0.0,True
mp-1192446,Pb2SeN2O9,3.245,"['N', 'O', 'Pb', 'Se']",4,28,412.8977544895329,5.351782843067853,-1.2120204583816974,0.0,True
mp-19893,PbCO3,3.3407000000000004,"['C', 'O', 'Pb']",3,20,268.75173301996114,6.60402540332912,-1.8087626935000003,0.0,True
mp-1204592,PbS3O10,4.7879000000000005,"['O', 'Pb', 'S']",3,56,814.2922803980431,3.7798493594051217,-1.7551553321428568,0.0,True
mp-3472,PbSO4,4.004,"['O', 'Pb', 'S']",3,24,317.57265340126145,6.342855910908327,-1.910636434166664,0.0,True
mp-662535,PbSe2O5,3.1093,"['O', 'Pb', 'Se']",3,32,506.9687667700844,5.83179254571845,-1.362965099648438,0.0,True
mp-630329,PbSeO3,3.3267999999999995,"['O', 'Pb', 'Se']",3,40,638.5708737419326,6.951557224004917,-1.4565747119687509,0.0,True
mp-22342,PbSeO4,3.1922999999999995,"['O', 'Pb', 'Se']",3,24,362.5049529075341,6.415916476899281,-1.4038587545572885,0.0,True
mp-11183,Pr(BO2)3,5.3984,"['B', 'O', 'Pr']",3,20,205.80172654016525,4.346364841068259,-3.158382339916666,0.0,True
